ticker,strategy,timing,side,entry_c,btc,strike,settle_yes,won,gross_c,fee_c,net_c
KXBTC15M-26APR212115-15,ATM_REVERSION,T300,no,29,76330.60,76312.89,1,0,-29.0,2.88,-31.88
KXBTC15M-26APR211945-45,ATM_REVERSION,T300,no,23,75807.44,75807.64,1,0,-23.0,2.48,-25.48
KXBTC15M-26APR210915-15,ATM_REVERSION,T300,yes,23,76045.36,76053.40,0,0,-23.0,2.48,-25.48
KXBTC15M-26APR210530-30,ATM_REVERSION,T300,no,34,76506.00,76508.42,0,1,66.0,3.14,62.86
KXBTC15M-26APR210415-15,ATM_REVERSION,T300,no,31,76146.25,76133.25,1,0,-31.0,2.99,-33.99
KXBTC15M-26APR210115-15,ATM_REVERSION,T300,no,26,75828.04,75836.63,1,0,-26.0,2.69,-28.69
KXBTC15M-26APR210100-00,ATM_REVERSION,T300,no,17,75699.43,75692.18,1,0,-17.0,1.98,-18.98
KXBTC15M-26APR202345-45,ATM_REVERSION,T300,no,32,75643.18,75664.22,0,1,68.0,3.05,64.95
KXBTC15M-26APR201100-00,ATM_REVERSION,T300,no,34,75368.55,75375.79,0,1,66.0,3.14,62.86
KXBTC15M-26APR200430-30,ATM_REVERSION,T300,no,17,74881.54,74875.60,0,1,83.0,1.98,81.02
KXBTC15M-26APR200130-30,ATM_REVERSION,T300,yes,15,74328.50,74342.67,0,0,-15.0,1.79,-16.79
KXBTC15M-26APR192200-00,ATM_REVERSION,T300,no,32,74696.25,74704.86,0,1,68.0,3.05,64.95
KXBTC15M-26APR191630-30,ATM_REVERSION,T300,yes,17,74815.24,74813.53,0,0,-17.0,1.98,-18.98
KXBTC15M-26APR191530-30,ATM_REVERSION,T300,no,31,75004.32,74994.71,1,0,-31.0,2.99,-33.99
KXBTC15M-26APR191515-15,ATM_REVERSION,T300,no,19,74789.58,74803.90,1,0,-19.0,2.15,-21.15
KXBTC15M-26APR191330-30,ATM_REVERSION,T300,no,34,75256.73,75275.98,1,0,-34.0,3.14,-37.14
KXBTC15M-26APR191200-00,ATM_REVERSION,T300,no,20,75767.31,75771.70,1,0,-20.0,2.24,-22.24
KXBTC15M-26APR191130-30,ATM_REVERSION,T300,no,32,76082.02,76065.26,0,1,68.0,3.05,64.95
KXBTC15M-26APR191030-30,ATM_REVERSION,T300,no,30,75812.23,75832.34,1,0,-30.0,2.94,-32.94
KXBTC15M-26APR190615-15,ATM_REVERSION,T300,no,29,75034.57,75045.21,1,0,-29.0,2.88,-31.88
KXBTC15M-26APR190345-45,ATM_REVERSION,T300,no,24,75034.11,75034.56,1,0,-24.0,2.55,-26.55
KXBTC15M-26APR190245-45,ATM_REVERSION,T300,no,20,75470.23,75447.72,1,0,-20.0,2.24,-22.24
KXBTC15M-26APR190000-00,ATM_REVERSION,T300,no,28,75625.72,75633.21,0,1,72.0,2.82,69.18
KXBTC15M-26APR182230-30,ATM_REVERSION,T300,no,22,75631.80,75649.54,0,1,78.0,2.40,75.60
KXBTC15M-26APR182200-00,ATM_REVERSION,T300,no,32,75590.00,75588.98,1,0,-32.0,3.05,-35.05
KXBTC15M-26APR182045-45,ATM_REVERSION,T300,yes,33,75625.34,75645.92,0,0,-33.0,3.10,-36.10
KXBTC15M-26APR181915-15,ATM_REVERSION,T300,no,28,75852.72,75858.14,1,0,-28.0,2.82,-30.82
KXBTC15M-26APR181715-15,ATM_REVERSION,T300,no,25,75812.22,75796.88,0,1,75.0,2.63,72.38
KXBTC15M-26APR181330-30,ATM_REVERSION,T300,no,26,75876.78,75861.99,1,0,-26.0,2.69,-28.69
KXBTC15M-26APR181130-30,ATM_REVERSION,T300,yes,33,76225.41,76223.47,1,1,67.0,3.10,63.90
KXBTC15M-26APR181115-15,ATM_REVERSION,T300,no,21,76296.34,76283.99,0,1,79.0,2.32,76.68
KXBTC15M-26APR180900-00,ATM_REVERSION,T300,no,23,76207.96,76197.71,1,0,-23.0,2.48,-25.48
KXBTC15M-26APR180745-45,ATM_REVERSION,T300,no,22,76082.20,76091.80,0,1,78.0,2.40,75.60
KXBTC15M-26APR180730-30,ATM_REVERSION,T300,no,23,75992.56,76007.95,1,0,-23.0,2.48,-25.48
KXBTC15M-26APR180600-00,ATM_REVERSION,T300,no,25,76670.10,76653.53,0,1,75.0,2.63,72.38
KXBTC15M-26APR180515-15,ATM_REVERSION,T300,yes,20,76754.51,76763.60,0,0,-20.0,2.24,-22.24
KXBTC15M-26APR180400-00,ATM_REVERSION,T300,yes,32,76995.93,77016.72,1,1,68.0,3.05,64.95
KXBTC15M-26APR180300-00,ATM_REVERSION,T300,yes,34,77147.39,77170.42,0,0,-34.0,3.14,-37.14
KXBTC15M-26APR172115-15,ATM_REVERSION,T300,no,33,77203.45,77192.73,1,0,-33.0,3.10,-36.10
KXBTC15M-26APR171700-00,ATM_REVERSION,T300,no,30,77321.21,77306.97,1,0,-30.0,2.94,-32.94
KXBTC15M-26APR171545-45,ATM_REVERSION,T300,no,30,77307.86,77302.86,1,0,-30.0,2.94,-32.94
KXBTC15M-26APR171445-45,ATM_REVERSION,T300,no,33,77261.03,77239.22,1,0,-33.0,3.10,-36.10
KXBTC15M-26APR171430-30,ATM_REVERSION,T300,no,27,77163.84,77149.77,1,0,-27.0,2.76,-29.76
KXBTC15M-26APR170800-00,ATM_REVERSION,T300,no,24,75425.74,75425.35,1,0,-24.0,2.55,-26.55
KXBTC15M-26APR170715-15,ATM_REVERSION,T300,no,34,75313.03,75312.45,1,0,-34.0,3.14,-37.14
KXBTC15M-26APR170415-15,ATM_REVERSION,T300,no,31,75058.67,75066.59,1,0,-31.0,2.99,-33.99
KXBTC15M-26APR170345-45,ATM_REVERSION,T300,no,32,74962.60,74979.54,1,0,-32.0,3.05,-35.05
KXBTC15M-26APR170015-15,ATM_REVERSION,T300,no,33,74659.79,74643.43,1,0,-33.0,3.10,-36.10
KXBTC15M-26APR162230-30,ATM_REVERSION,T300,yes,20,74734.45,74736.37,0,0,-20.0,2.24,-22.24
KXBTC15M-26APR161445-45,ATM_REVERSION,T300,no,32,74387.39,74406.53,1,0,-32.0,3.05,-35.05
KXBTC15M-26APR161430-30,ATM_REVERSION,T300,no,35,74436.97,74414.87,0,1,65.0,3.19,61.81
KXBTC15M-26APR160530-30,ATM_REVERSION,T300,no,13,74785.50,74764.65,1,0,-13.0,1.58,-14.58
KXBTC15M-26APR160145-45,ATM_REVERSION,T300,no,27,75083.52,75077.96,0,1,73.0,2.76,70.24
KXBTC15M-26APR152330-30,ATM_REVERSION,T300,no,20,75020.00,74998.26,1,0,-20.0,2.24,-22.24
KXBTC15M-26APR152100-00,ATM_REVERSION,T300,yes,18,74812.98,74823.34,0,0,-18.0,2.07,-20.07
KXBTC15M-26APR151300-00,ATM_REVERSION,T300,no,33,73948.67,73960.30,0,1,67.0,3.10,63.90
KXBTC15M-26APR150845-45,ATM_REVERSION,T300,no,29,74203.95,74200.34,1,0,-29.0,2.88,-31.88
KXBTC15M-26APR150115-15,ATM_REVERSION,T300,no,35,74342.95,74356.90,0,1,65.0,3.19,61.81
KXBTC15M-26APR150000-00,ATM_REVERSION,T300,no,32,74290.47,74274.66,1,0,-32.0,3.05,-35.05
KXBTC15M-26APR141945-45,ATM_REVERSION,T300,no,28,74138.91,74129.55,1,0,-28.0,2.82,-30.82
KXBTC15M-26APR141615-15,ATM_REVERSION,T300,no,35,74315.81,74295.89,1,0,-35.0,3.19,-38.19
KXBTC15M-26APR141530-30,ATM_REVERSION,T300,no,34,74318.08,74333.61,0,1,66.0,3.14,62.86
KXBTC15M-26APR140845-45,ATM_REVERSION,T300,no,30,74332.54,74317.94,1,0,-30.0,2.94,-32.94
KXBTC15M-26APR140830-30,ATM_REVERSION,T300,no,19,74350.98,74331.37,0,1,81.0,2.15,78.85
KXBTC15M-26APR140100-00,ATM_REVERSION,T300,no,28,74424.54,74411.16,1,0,-28.0,2.82,-30.82
KXBTC15M-26APR140030-30,ATM_REVERSION,T300,no,34,74476.36,74481.76,1,0,-34.0,3.14,-37.14
KXBTC15M-26APR132230-30,ATM_REVERSION,T300,no,32,74516.09,74498.73,0,1,68.0,3.05,64.95
KXBTC15M-26APR131930-30,ATM_REVERSION,T300,yes,34,74722.03,74714.73,1,1,66.0,3.14,62.86
KXBTC15M-26APR131345-45,ATM_REVERSION,T300,no,32,72456.55,72453.80,1,0,-32.0,3.05,-35.05
KXBTC15M-26APR131330-30,ATM_REVERSION,T300,no,33,72354.80,72365.45,1,0,-33.0,3.10,-36.10
KXBTC15M-26APR130830-30,ATM_REVERSION,T300,yes,31,70972.75,70984.56,0,0,-31.0,2.99,-33.99
KXBTC15M-26APR130415-15,ATM_REVERSION,T300,no,35,70830.61,70836.59,0,1,65.0,3.19,61.81
KXBTC15M-26APR122315-15,ATM_REVERSION,T300,no,27,71071.97,71073.58,0,1,73.0,2.76,70.24
KXBTC15M-26APR122030-30,ATM_REVERSION,T300,yes,32,70900.75,70904.78,1,1,68.0,3.05,64.95
KXBTC15M-26APR122015-15,ATM_REVERSION,T300,yes,29,70739.13,70755.01,1,1,71.0,2.88,68.12
KXBTC15M-26APR121930-30,ATM_REVERSION,T300,no,35,70649.84,70657.16,1,0,-35.0,3.19,-38.19
KXBTC15M-26APR121445-45,ATM_REVERSION,T300,no,18,71122.89,71122.91,1,0,-18.0,2.07,-20.07
KXBTC15M-26APR121400-00,ATM_REVERSION,T300,no,28,71001.28,71019.30,1,0,-28.0,2.82,-30.82
KXBTC15M-26APR120830-30,ATM_REVERSION,T300,no,25,71412.67,71422.96,1,0,-25.0,2.63,-27.62
KXBTC15M-26APR120645-45,ATM_REVERSION,T300,yes,19,71649.39,71655.24,0,0,-19.0,2.15,-21.15
KXBTC15M-26APR120530-30,ATM_REVERSION,T300,no,32,71613.71,71614.57,1,0,-32.0,3.05,-35.05
KXBTC15M-26APR120345-45,ATM_REVERSION,T300,no,34,71651.23,71659.99,1,0,-34.0,3.14,-37.14
KXBTC15M-26APR112330-30,ATM_REVERSION,T300,yes,34,71768.64,71748.94,1,1,66.0,3.14,62.86
KXBTC15M-26APR111745-45,ATM_REVERSION,T300,no,19,73366.51,73379.13,1,0,-19.0,2.15,-21.15
KXBTC15M-26APR111230-30,ATM_REVERSION,T300,no,25,72919.89,72904.46,1,0,-25.0,2.63,-27.62
KXBTC15M-26APR110930-30,ATM_REVERSION,T300,no,10,72640.63,72651.62,1,0,-10.0,1.26,-11.26
KXBTC15M-26APR110815-15,ATM_REVERSION,T300,no,27,72937.73,72930.80,0,1,73.0,2.76,70.24
KXBTC15M-26APR110230-30,ATM_REVERSION,T300,no,31,72696.01,72716.98,1,0,-31.0,2.99,-33.99
KXBTC15M-26APR102315-15,ATM_REVERSION,T300,no,29,72998.87,72995.82,1,0,-29.0,2.88,-31.88
KXBTC15M-26APR102245-45,ATM_REVERSION,T300,no,18,73036.39,73028.57,1,0,-18.0,2.07,-20.07
KXBTC15M-26APR102000-00,ATM_REVERSION,T300,no,35,72952.67,72952.02,1,0,-35.0,3.19,-38.19
KXBTC15M-26APR101800-00,ATM_REVERSION,T300,no,35,73098.31,73094.68,1,0,-35.0,3.19,-38.19
KXBTC15M-26APR101630-30,ATM_REVERSION,T300,no,21,73246.65,73232.66,1,0,-21.0,2.32,-23.32
KXBTC15M-26APR101330-30,ATM_REVERSION,T300,no,30,72889.14,72886.60,1,0,-30.0,2.94,-32.94
KXBTC15M-26APR100830-30,ATM_REVERSION,T300,no,14,72094.69,72113.10,0,1,86.0,1.69,84.31
KXBTC15M-26APR100330-30,ATM_REVERSION,T300,no,33,71739.22,71737.24,0,1,67.0,3.10,63.90
KXBTC15M-26APR100215-15,ATM_REVERSION,T300,no,33,72127.28,72139.85,0,1,67.0,3.10,63.90
KXBTC15M-26APR100100-00,ATM_REVERSION,T300,no,28,71901.05,71913.76,1,0,-28.0,2.82,-30.82
KXBTC15M-26APR100015-15,ATM_REVERSION,T300,no,24,71892.19,71882.58,1,0,-24.0,2.55,-26.55
KXBTC15M-26APR090715-15,ATM_REVERSION,T300,no,35,71291.44,71307.11,0,1,65.0,3.19,61.81
KXBTC15M-26APR090545-45,ATM_REVERSION,T300,yes,29,71305.60,71298.63,0,0,-29.0,2.88,-31.88
KXBTC15M-26APR090200-00,ATM_REVERSION,T300,yes,12,71057.75,71056.14,0,0,-12.0,1.48,-13.48
KXBTC15M-26APR090030-30,ATM_REVERSION,T300,no,35,70925.90,70912.62,0,1,65.0,3.19,61.81
KXBTC15M-26APR081545-45,ATM_REVERSION,T300,no,35,71144.58,71136.47,1,0,-35.0,3.19,-38.19
KXBTC15M-26APR080700-00,ATM_REVERSION,T300,no,35,71563.54,71555.09,0,1,65.0,3.19,61.81
KXBTC15M-26APR080615-15,ATM_REVERSION,T300,yes,35,71672.62,71679.82,0,0,-35.0,3.19,-38.19
KXBTC15M-26APR080500-00,ATM_REVERSION,T300,no,27,71711.76,71691.25,1,0,-27.0,2.76,-29.76
KXBTC15M-26APR080445-45,ATM_REVERSION,T300,no,22,71753.53,71755.83,0,1,78.0,2.40,75.60
KXBTC15M-26APR080400-00,ATM_REVERSION,T300,yes,25,71646.58,71651.89,0,0,-25.0,2.63,-27.62
KXBTC15M-26APR080300-00,ATM_REVERSION,T300,yes,27,71784.41,71805.46,0,0,-27.0,2.76,-29.76
KXBTC15M-26APR072345-45,ATM_REVERSION,T300,yes,30,71426.05,71442.24,0,0,-30.0,2.94,-32.94
KXBTC15M-26APR070845-45,ATM_REVERSION,T300,yes,33,68407.78,68402.96,0,0,-33.0,3.10,-36.10
KXBTC15M-26APR070830-30,ATM_REVERSION,T300,no,34,68246.31,68265.51,1,0,-34.0,3.14,-37.14
KXBTC15M-26APR070745-45,ATM_REVERSION,T300,yes,23,68385.50,68384.06,1,1,77.0,2.48,74.52
KXBTC15M-26APR070430-30,ATM_REVERSION,T300,no,30,68723.78,68726.65,1,0,-30.0,2.94,-32.94
KXBTC15M-26APR070315-15,ATM_REVERSION,T300,yes,31,68572.05,68582.09,0,0,-31.0,2.99,-33.99
KXBTC15M-26APR070130-30,ATM_REVERSION,T300,yes,34,68791.60,68809.12,0,0,-34.0,3.14,-37.14
KXBTC15M-26APR070015-15,ATM_REVERSION,T300,yes,15,68750.00,68767.52,0,0,-15.0,1.79,-16.79
KXBTC15M-26APR070000-00,ATM_REVERSION,T300,yes,27,68779.98,68777.73,0,0,-27.0,2.76,-29.76
KXBTC15M-26APR061545-45,ATM_REVERSION,T300,yes,26,69852.77,69865.09,0,0,-26.0,2.69,-28.69
KXBTC15M-26APR060930-30,ATM_REVERSION,T300,yes,20,69413.80,69406.94,1,1,80.0,2.24,77.76
KXBTC15M-26APR060715-15,ATM_REVERSION,T300,yes,30,69769.60,69762.01,0,0,-30.0,2.94,-32.94
KXBTC15M-26APR060630-30,ATM_REVERSION,T300,yes,31,69814.52,69833.58,0,0,-31.0,2.99,-33.99
KXBTC15M-26APR060500-00,ATM_REVERSION,T300,yes,32,69263.03,69282.32,0,0,-32.0,3.05,-35.05
KXBTC15M-26APR060215-15,ATM_REVERSION,T300,yes,14,69184.00,69180.84,1,1,86.0,1.69,84.31
KXBTC15M-26APR060200-00,ATM_REVERSION,T300,yes,16,69215.58,69206.34,0,0,-16.0,1.88,-17.88
KXBTC15M-26APR052130-30,ATM_REVERSION,T300,yes,35,68876.00,68891.65,1,1,65.0,3.19,61.81
KXBTC15M-26APR051430-30,ATM_REVERSION,T300,yes,23,67303.41,67310.23,0,0,-23.0,2.48,-25.48
KXBTC15M-26APR051415-15,ATM_REVERSION,T300,yes,29,67352.29,67338.74,0,0,-29.0,2.88,-31.88
KXBTC15M-26APR051345-45,ATM_REVERSION,T300,yes,33,67332.62,67321.31,1,1,67.0,3.10,63.90
KXBTC15M-26APR051200-00,ATM_REVERSION,T300,yes,31,67401.70,67411.81,0,0,-31.0,2.99,-33.99
KXBTC15M-26APR050600-00,ATM_REVERSION,T300,no,33,67007.07,67010.11,1,0,-33.0,3.10,-36.10
KXBTC15M-26APR050545-45,ATM_REVERSION,T300,yes,31,67000.19,67001.10,1,1,69.0,2.99,66.01
KXBTC15M-26APR050345-45,ATM_REVERSION,T300,yes,18,66815.28,66804.82,0,0,-18.0,2.07,-20.07
KXBTC15M-26APR050215-15,ATM_REVERSION,T300,no,32,66901.36,66909.90,0,1,68.0,3.05,64.95
KXBTC15M-26APR050200-00,ATM_REVERSION,T300,yes,31,67086.10,67077.10,0,0,-31.0,2.99,-33.99
KXBTC15M-26APR050145-45,ATM_REVERSION,T300,no,35,67076.79,67078.11,0,1,65.0,3.19,61.81
KXBTC15M-26APR050100-00,ATM_REVERSION,T300,yes,8,67119.80,67120.02,0,0,-8.0,1.03,-9.03
KXBTC15M-26APR050045-45,ATM_REVERSION,T300,yes,22,67185.80,67174.54,0,0,-22.0,2.40,-24.40
KXBTC15M-26APR042345-45,ATM_REVERSION,T300,yes,7,67145.65,67149.36,0,0,-7.0,0.91,-7.91
KXBTC15M-26APR042245-45,ATM_REVERSION,T300,no,32,67116.66,67120.17,1,0,-32.0,3.05,-35.05
KXBTC15M-26APR042130-30,ATM_REVERSION,T300,yes,20,67178.50,67181.04,0,0,-20.0,2.24,-22.24
KXBTC15M-26APR042115-15,ATM_REVERSION,T300,yes,34,67175.85,67175.80,1,1,66.0,3.14,62.86
KXBTC15M-26APR042100-00,ATM_REVERSION,T300,yes,19,67252.49,67264.06,0,0,-19.0,2.15,-21.15
KXBTC15M-26APR041515-15,ATM_REVERSION,T300,no,15,67308.50,67290.07,1,0,-15.0,1.79,-16.79
KXBTC15M-26APR041430-30,ATM_REVERSION,T300,no,30,67346.66,67330.11,1,0,-30.0,2.94,-32.94
KXBTC15M-26APR041415-15,ATM_REVERSION,T300,yes,28,67323.81,67341.83,0,0,-28.0,2.82,-30.82
KXBTC15M-26APR041345-45,ATM_REVERSION,T300,yes,29,67390.64,67405.41,0,0,-29.0,2.88,-31.88
KXBTC15M-26APR041230-30,ATM_REVERSION,T300,no,29,67347.26,67338.34,1,0,-29.0,2.88,-31.88
KXBTC15M-26APR041215-15,ATM_REVERSION,T300,yes,29,67362.07,67380.17,0,0,-29.0,2.88,-31.88
KXBTC15M-26APR040915-15,ATM_REVERSION,T300,yes,33,67098.79,67097.43,1,1,67.0,3.10,63.90
KXBTC15M-26APR040900-00,ATM_REVERSION,T300,no,18,67072.46,67061.76,1,0,-18.0,2.07,-20.07
KXBTC15M-26APR040800-00,ATM_REVERSION,T300,yes,22,67134.67,67140.60,1,1,78.0,2.40,75.60
KXBTC15M-26APR040745-45,ATM_REVERSION,T300,yes,29,67115.21,67122.12,1,1,71.0,2.88,68.12
KXBTC15M-26APR040730-30,ATM_REVERSION,T300,yes,17,67180.33,67166.18,0,0,-17.0,1.98,-18.98
KXBTC15M-26APR040715-15,ATM_REVERSION,T300,no,35,67163.50,67162.37,1,0,-35.0,3.19,-38.19
KXBTC15M-26APR040630-30,ATM_REVERSION,T300,no,33,66946.55,66930.78,1,0,-33.0,3.10,-36.10
KXBTC15M-26APR040600-00,ATM_REVERSION,T300,no,24,66972.05,66960.74,1,0,-24.0,2.55,-26.55
KXBTC15M-26APR040245-45,ATM_REVERSION,T300,no,30,66929.23,66924.56,1,0,-30.0,2.94,-32.94
KXBTC15M-26APR040000-00,ATM_REVERSION,T300,no,27,66840.50,66855.00,0,1,73.0,2.76,70.24
KXBTC15M-26APR032100-00,ATM_REVERSION,T300,yes,26,66923.85,66937.08,0,0,-26.0,2.69,-28.69
KXBTC15M-26APR031545-45,ATM_REVERSION,T300,no,29,66784.64,66786.85,1,0,-29.0,2.88,-31.88
KXBTC15M-26APR031400-00,ATM_REVERSION,T300,yes,20,66890.12,66878.71,0,0,-20.0,2.24,-22.24
KXBTC15M-26APR030800-00,ATM_REVERSION,T300,yes,24,67000.00,67010.70,0,0,-24.0,2.55,-26.55
KXBTC15M-26APR030615-15,ATM_REVERSION,T300,yes,10,66856.07,66862.78,0,0,-10.0,1.26,-11.26
KXBTC15M-26APR022300-00,ATM_REVERSION,T300,no,33,66349.47,66344.18,1,0,-33.0,3.10,-36.10
KXBTC15M-26APR021715-15,ATM_REVERSION,T300,yes,28,66943.53,66939.78,0,0,-28.0,2.82,-30.82
KXBTC15M-26APR021700-00,ATM_REVERSION,T300,yes,33,67009.51,67009.61,0,0,-33.0,3.10,-36.10
KXBTC15M-26APR021415-15,ATM_REVERSION,T300,no,32,66696.45,66679.45,1,0,-32.0,3.05,-35.05
KXBTC15M-26APR020615-15,ATM_REVERSION,T300,yes,32,66468.42,66463.30,0,0,-32.0,3.05,-35.05
KXBTC15M-26APR011900-00,ATM_REVERSION,T300,yes,19,68243.81,68253.11,0,0,-19.0,2.15,-21.15
KXBTC15M-26APR010745-45,ATM_REVERSION,T300,yes,33,68563.93,68576.73,0,0,-33.0,3.10,-36.10
KXBTC15M-26APR010730-30,ATM_REVERSION,T300,yes,32,68613.89,68593.83,0,0,-32.0,3.05,-35.05
KXBTC15M-26APR010645-45,ATM_REVERSION,T300,yes,27,68490.00,68504.15,1,1,73.0,2.76,70.24
KXBTC15M-26MAR312300-00,ATM_REVERSION,T300,yes,32,67614.78,67621.60,0,0,-32.0,3.05,-35.05
KXBTC15M-26MAR312200-00,ATM_REVERSION,T300,yes,27,67880.25,67893.31,0,0,-27.0,2.76,-29.76
KXBTC15M-26MAR311815-15,ATM_REVERSION,T300,yes,25,68223.55,68222.58,0,0,-25.0,2.63,-27.62
KXBTC15M-26MAR311745-45,ATM_REVERSION,T300,no,26,67959.65,67969.08,1,0,-26.0,2.69,-28.69
KXBTC15M-26MAR311730-30,ATM_REVERSION,T300,yes,30,67957.99,67948.31,1,1,70.0,2.94,67.06
KXBTC15M-26MAR311530-30,ATM_REVERSION,T300,yes,28,67945.33,67956.11,0,0,-28.0,2.82,-30.82
KXBTC15M-26MAR310230-30,ATM_REVERSION,T300,yes,33,67415.85,67431.59,0,0,-33.0,3.10,-36.10
KXBTC15M-26MAR310015-15,ATM_REVERSION,T300,yes,30,67665.33,67653.72,0,0,-30.0,2.94,-32.94
KXBTC15M-26MAR302345-45,ATM_REVERSION,T300,no,30,67810.78,67794.88,0,1,70.0,2.94,67.06
KXBTC15M-26MAR302215-15,ATM_REVERSION,T300,yes,28,67900.48,67908.21,0,0,-28.0,2.82,-30.82
KXBTC15M-26MAR301715-15,ATM_REVERSION,T300,yes,27,66617.36,66605.48,1,1,73.0,2.76,70.24
KXBTC15M-26MAR301700-00,ATM_REVERSION,T300,yes,31,66617.74,66611.66,0,0,-31.0,2.99,-33.99
KXBTC15M-26MAR301330-30,ATM_REVERSION,T300,yes,28,67149.36,67133.21,0,0,-28.0,2.82,-30.82
KXBTC15M-26MAR301315-15,ATM_REVERSION,T300,yes,30,67283.24,67282.49,0,0,-30.0,2.94,-32.94
KXBTC15M-26MAR301230-30,ATM_REVERSION,T300,yes,34,67401.10,67405.61,0,0,-34.0,3.14,-37.14
KXBTC15M-26MAR301000-00,ATM_REVERSION,T300,yes,26,67687.15,67696.18,0,0,-26.0,2.69,-28.69
KXBTC15M-26MAR300615-15,ATM_REVERSION,T300,yes,29,67470.48,67456.25,0,0,-29.0,2.88,-31.88
KXBTC15M-26MAR300515-15,ATM_REVERSION,T300,yes,30,67639.11,67629.68,0,0,-30.0,2.94,-32.94
KXBTC15M-26MAR300230-30,ATM_REVERSION,T300,yes,12,67395.19,67394.79,0,0,-12.0,1.48,-13.48
KXBTC15M-26MAR292245-45,ATM_REVERSION,T300,yes,26,66681.86,66679.95,1,1,74.0,2.69,71.31
KXBTC15M-26MAR291015-15,ATM_REVERSION,T300,yes,18,66520.89,66524.84,1,1,82.0,2.07,79.93
KXBTC15M-26MAR290845-45,ATM_REVERSION,T300,yes,20,66748.88,66736.78,0,0,-20.0,2.24,-22.24
KXBTC15M-26MAR290800-00,ATM_REVERSION,T300,yes,17,66847.79,66850.96,0,0,-17.0,1.98,-18.98
KXBTC15M-26MAR290645-45,ATM_REVERSION,T300,yes,12,66430.94,66447.87,1,1,88.0,1.48,86.52
KXBTC15M-26MAR290630-30,ATM_REVERSION,T300,yes,25,66474.85,66465.91,0,0,-25.0,2.63,-27.62
KXBTC15M-26MAR290615-15,ATM_REVERSION,T300,yes,11,66562.42,66578.03,0,0,-11.0,1.37,-12.37
KXBTC15M-26MAR290015-15,ATM_REVERSION,T300,yes,27,66881.56,66862.84,1,1,73.0,2.76,70.24
KXBTC15M-26MAR282345-45,ATM_REVERSION,T300,yes,26,66933.78,66939.58,0,0,-26.0,2.69,-28.69
KXBTC15M-26MAR282145-45,ATM_REVERSION,T300,yes,20,66480.30,66491.78,0,0,-20.0,2.24,-22.24
KXBTC15M-26MAR282000-00,ATM_REVERSION,T300,yes,29,66394.19,66376.51,0,0,-29.0,2.88,-31.88
KXBTC15M-26MAR281915-15,ATM_REVERSION,T300,yes,12,66694.98,66700.36,0,0,-12.0,1.48,-13.48
KXBTC15M-26MAR281200-00,ATM_REVERSION,T300,yes,34,66994.92,67005.01,0,0,-34.0,3.14,-37.14
KXBTC15M-26MAR280930-30,ATM_REVERSION,T300,yes,24,66488.02,66470.54,0,0,-24.0,2.55,-26.55
KXBTC15M-26MAR280900-00,ATM_REVERSION,T300,no,31,66343.73,66325.00,1,0,-31.0,2.99,-33.99
KXBTC15M-26MAR280815-15,ATM_REVERSION,T300,yes,19,66312.15,66303.10,1,1,81.0,2.15,78.85
KXBTC15M-26MAR280630-30,ATM_REVERSION,T300,yes,28,66300.33,66281.56,0,0,-28.0,2.82,-30.82
KXBTC15M-26MAR280600-00,ATM_REVERSION,T300,yes,25,66257.29,66237.57,1,1,75.0,2.63,72.38
