ticker,entry_ts,side,entry_c,fair_for_side,spread_c,baseline_c,btc_dist_signed_pct,btc_dist_abs_pct,session_age_s,btc_5m_move,btc_15m_move,aligned_with_btc5m,hour_utc,exit_reason,exit_c,fill_at_s,net_c
KXBTC15M-26MAR310645-45,1774953180,yes,47,68,21,60,0.1032,0.1032,180,-44.64,-24.68,0,10,SL,35,120,-15.97
KXBTC15M-26MAR310630-30,1774952220,yes,63,70,5,63,0.1387,0.1387,120,64.45,226.93,1,10,SL,47,180,-20.07
KXBTC15M-26MAR310600-00,1774950420,yes,30,39,9,33,-0.0808,0.0808,120,-66.27,-35.33,0,9,SL,18,120,-14.92
KXBTC15M-26MAR310545-45,1774949520,yes,48,60,12,53,0.0854,0.0854,120,-50.43,-175.84,0,9,TP,78,720,27.05
KXBTC15M-26MAR310530-30,1774948680,no,53,64,10,47,-0.1112,0.1112,180,-122.52,-119.96,1,9,TP,83,120,27.27
KXBTC15M-26MAR310515-15,1774947720,no,60,66,4,40,-0.1146,0.1146,120,-208.70,9.02,1,9,SL,37,180,-26.96
KXBTC15M-26MAR310500-00,1774947240,yes,28,72,11,28,0.0925,0.0925,540,217.72,-176.74,1,8,TP,58,0,26.88
KXBTC15M-26MAR310430-30,1774945020,yes,48,62,10,48,0.0442,0.0442,120,-69.53,12.61,0,8,SL,35,480,-16.98
KXBTC15M-26MAR310415-15,1774944120,yes,26,60,34,34,0.0474,0.0474,120,-18.77,2.55,0,8,TP,56,120,26.93
KXBTC15M-26MAR310400-00,1774943700,yes,72,85,5,72,0.1287,0.1287,600,0.00,20.62,0,7,SL,54,180,-21.85
