ticker,side,entry_c,fair_for_side,spread_c,baseline_c,mfe_c,mae_c,mfe_at_s,mae_at_s,final_bid_c,settled_yes,btc_dist_pct,closed_full,closed_half,closed_min,directional
KXBTC15M-26APR180000-00,no,51,84,33,48,99,29,660,300,99,0,0.0832,1,1,1,1
KXBTC15M-26APR172345-45,no,55,69,6,45,89,45,660,360,84,0,0.0543,1,1,1,1
KXBTC15M-26APR172330-30,no,65,70,3,35,99,57,720,120,99,0,0.0530,1,1,1,1
KXBTC15M-26APR172315-15,no,68,85,10,32,96,43,720,660,96,0,0.1268,1,1,1,1
KXBTC15M-26APR172300-00,no,47,57,10,49,95,44,720,60,95,0,0.0231,1,1,1,1
KXBTC15M-26APR172245-45,yes,28,42,14,30,100,17,720,240,100,0,0.0247,1,1,1,1
KXBTC15M-26APR172230-30,no,11,30,19,82,11,0,0,540,0,1,0.0568,0,0,0,0
KXBTC15M-26APR172215-15,no,70,88,7,30,83,1,120,720,1,1,0.1326,0,1,1,1
KXBTC15M-26APR172200-00,no,46,71,25,43,100,43,720,60,100,0,0.0610,1,1,1,1
KXBTC15M-26APR172145-45,no,53,59,6,46,97,51,660,60,86,0,0.0328,1,1,1,1
KXBTC15M-26APR172130-30,no,57,66,6,43,97,38,720,180,97,0,0.0597,1,1,1,1
KXBTC15M-26APR172115-15,no,56,61,1,44,61,0,0,720,0,1,0.0377,1,1,0,1
KXBTC15M-26APR172100-00,yes,34,69,0,34,99,34,420,0,99,1,0.0719,1,1,1,1
KXBTC15M-26APR172045-45,no,36,64,28,58,100,35,660,0,100,0,0.0450,1,1,1,1
KXBTC15M-26APR172030-30,no,17,40,23,75,18,0,60,600,0,1,0.0471,0,0,0,1
KXBTC15M-26APR172015-15,no,8,54,46,58,61,8,60,0,57,0,0.0130,1,1,1,1
KXBTC15M-26APR172000-00,no,29,44,15,66,29,0,0,720,0,1,0.0234,0,0,0,0
KXBTC15M-26APR171945-45,no,27,55,28,68,89,10,720,660,89,0,0.0192,1,1,1,1
KXBTC15M-26APR171930-30,no,60,85,24,40,100,60,660,0,100,0,0.1156,1,1,1,1
KXBTC15M-26APR171915-15,no,46,66,20,46,100,45,660,0,100,0,0.0495,1,1,1,1
KXBTC15M-26APR171900-00,no,67,81,14,33,100,65,720,300,100,0,0.1002,1,1,1,1
KXBTC15M-26APR171845-45,no,63,80,17,37,64,6,480,720,6,1,0.0956,0,0,0,1
KXBTC15M-26APR171830-30,no,84,100,2,16,100,84,60,0,100,0,0.1289,1,1,1,1
KXBTC15M-26APR171815-15,yes,30,40,9,30,98,30,660,0,98,1,0.0316,1,1,1,1
KXBTC15M-26APR171800-00,yes,51,80,9,51,100,51,180,0,100,1,0.0617,1,1,1,1
KXBTC15M-26APR171745-45,no,66,76,10,31,98,65,540,0,98,0,0.0959,1,1,1,1
KXBTC15M-26APR171730-30,yes,28,58,13,28,99,28,480,0,99,1,0.0261,1,1,1,1
KXBTC15M-26APR171700-00,yes,37,54,17,37,100,37,540,0,100,1,0.0184,1,1,1,1
KXBTC15M-26APR171645-45,yes,10,24,14,12,12,0,60,660,0,0,0.1385,0,0,0,1
KXBTC15M-26APR171630-30,no,60,68,7,40,100,60,660,0,100,0,0.0783,1,1,1,1
KXBTC15M-26APR171615-15,yes,51,56,7,51,100,45,720,540,100,1,0.0279,1,1,1,1
KXBTC15M-26APR171600-00,yes,26,42,15,26,100,26,720,0,100,1,0.0487,1,1,1,1
KXBTC15M-26APR171545-45,no,28,58,29,72,64,0,240,720,0,1,0.0471,1,1,1,1
KXBTC15M-26APR171530-30,no,19,39,20,76,19,1,0,480,1,1,0.0745,0,0,0,0
KXBTC15M-26APR171515-15,no,26,39,13,67,73,10,540,720,10,1,0.0738,1,1,1,1
KXBTC15M-26APR171445-45,no,52,63,2,48,60,0,0,660,0,1,0.0830,0,1,1,1
KXBTC15M-26APR171430-30,no,23,28,5,77,45,0,300,660,0,1,0.1440,1,1,1,1
KXBTC15M-26APR171415-15,no,58,67,5,42,100,58,540,0,100,0,0.1220,1,1,1,1
KXBTC15M-26APR171330-30,no,34,45,11,62,100,33,720,0,100,0,0.0408,1,1,1,1
KXBTC15M-26APR171315-15,no,53,62,9,46,100,35,600,120,100,0,0.0959,1,1,1,1
KXBTC15M-26APR171300-00,no,50,60,10,48,100,49,540,0,100,0,0.0791,1,1,1,1
KXBTC15M-26APR171245-45,no,34,51,17,57,100,26,720,360,100,0,0.0119,1,1,1,1
KXBTC15M-26APR171230-30,yes,26,67,18,26,99,26,480,0,99,1,0.0963,1,1,1,1
KXBTC15M-26APR171215-15,yes,49,59,3,49,100,49,660,0,100,1,0.0627,1,1,1,1
KXBTC15M-26APR171200-00,no,35,48,13,65,54,0,120,600,0,1,0.0132,1,1,1,1
KXBTC15M-26APR171145-45,no,45,58,13,50,100,36,660,180,100,0,0.0857,1,1,1,1
KXBTC15M-26APR171130-30,no,37,43,6,62,98,25,660,60,98,0,0.0786,1,1,1,1
KXBTC15M-26APR171115-15,no,58,72,2,42,96,58,180,0,96,0,0.1498,1,1,1,1
KXBTC15M-26APR171100-00,yes,44,57,7,44,91,12,420,240,91,1,0.0581,1,1,1,1
KXBTC15M-26APR171045-45,yes,60,82,18,60,100,60,0,0,100,1,0.1454,1,1,1,1
KXBTC15M-26APR171030-30,no,27,40,13,70,30,0,60,480,0,1,0.1184,0,0,0,1
KXBTC15M-26APR171015-15,no,46,56,3,54,100,46,660,0,100,0,0.0715,1,1,1,1
KXBTC15M-26APR170945-45,yes,27,38,3,27,99,27,480,0,98,1,0.1266,1,1,1,1
KXBTC15M-26APR170930-30,yes,39,52,1,39,82,0,180,360,0,0,0.0175,1,1,1,1
KXBTC15M-26APR170915-15,yes,41,58,10,41,100,31,600,120,100,1,0.0656,1,1,1,1
KXBTC15M-26APR170845-45,no,26,36,1,74,99,26,600,0,99,0,0.0781,1,1,1,1
KXBTC15M-26APR170830-30,no,59,65,6,41,64,1,600,540,6,1,0.0452,1,1,0,1
KXBTC15M-26APR170815-15,yes,43,59,5,43,99,43,240,0,99,1,0.0164,1,1,1,1
KXBTC15M-26APR170800-00,yes,54,92,0,54,100,54,360,0,100,1,0.1229,1,1,1,1
KXBTC15M-26APR170745-45,no,26,39,13,68,99,15,720,180,99,0,0.0440,1,1,1,1
KXBTC15M-26APR170730-30,yes,60,68,11,60,100,60,480,0,100,1,0.1157,1,1,1,1
KXBTC15M-26APR170715-15,no,52,58,6,47,52,0,0,720,0,1,0.0580,0,0,0,0
KXBTC15M-26APR170700-00,yes,39,48,3,39,100,39,720,0,100,1,0.0154,1,1,1,1
KXBTC15M-26APR170645-45,yes,23,32,9,23,43,0,120,600,0,0,0.1357,1,1,1,1
KXBTC15M-26APR170615-15,no,54,67,25,46,100,54,120,0,100,0,0.1015,1,1,1,1
KXBTC15M-26APR170600-00,yes,40,51,11,43,96,40,720,0,96,1,0.0100,1,1,1,1
KXBTC15M-26APR170530-30,yes,44,62,18,49,100,24,720,180,100,1,0.0917,1,1,1,1
KXBTC15M-26APR170515-15,no,59,69,2,41,83,0,60,540,0,1,0.1203,1,1,1,1
KXBTC15M-26APR170500-00,yes,29,68,39,39,100,29,480,0,100,1,0.0862,1,1,1,1
KXBTC15M-26APR170430-30,yes,38,74,32,38,97,13,660,300,96,1,0.0576,1,1,1,1
KXBTC15M-26APR170415-15,yes,42,67,6,42,98,42,420,0,98,1,0.0320,1,1,1,1
KXBTC15M-26APR170400-00,no,35,80,35,65,67,0,120,600,0,1,0.0675,0,1,1,1
KXBTC15M-26APR170345-45,no,32,61,21,68,56,23,600,480,44,1,0.0226,0,1,1,1
KXBTC15M-26APR170330-30,no,65,81,11,35,98,57,660,180,98,0,0.0750,1,1,1,1
KXBTC15M-26APR170315-15,yes,76,86,6,76,99,76,360,0,99,1,0.1012,1,1,1,1
KXBTC15M-26APR170300-00,yes,38,76,14,38,100,38,420,0,100,1,0.0716,1,1,1,1
KXBTC15M-26APR170245-45,yes,37,44,7,39,99,22,720,420,99,1,0.0204,1,1,1,1
KXBTC15M-26APR170230-30,no,26,58,32,72,64,0,180,720,0,1,0.0262,1,1,1,1
KXBTC15M-26APR170215-15,no,46,71,25,48,46,0,0,660,0,1,0.0602,0,0,0,0
KXBTC15M-26APR170200-00,no,43,55,6,57,64,7,720,540,64,0,0.0151,1,1,1,1
KXBTC15M-26APR170145-45,no,60,65,4,40,97,31,720,360,97,0,0.0478,1,1,1,1
KXBTC15M-26APR170130-30,yes,67,80,6,67,100,67,540,0,100,1,0.0890,1,1,1,1
KXBTC15M-26APR170115-15,no,47,73,23,53,100,47,540,0,100,0,0.0517,1,1,1,1
KXBTC15M-26APR170100-00,no,44,56,12,53,96,35,720,300,96,0,0.0131,1,1,1,1
KXBTC15M-26APR170045-45,no,41,61,20,54,41,1,0,600,1,1,0.0252,0,0,0,0
KXBTC15M-26APR170030-30,yes,60,73,1,60,100,60,600,0,100,1,0.0594,1,1,1,1
KXBTC15M-26APR170015-15,yes,53,67,6,53,99,53,480,0,99,1,0.0448,1,1,1,1
KXBTC15M-26APR170000-00,no,31,59,28,61,100,30,720,0,100,0,0.0282,1,1,1,1
KXBTC15M-26APR162345-45,yes,69,74,4,69,94,22,360,600,93,1,0.0947,1,1,1,1
KXBTC15M-26APR162330-30,no,36,53,17,58,55,8,240,600,27,1,0.0124,1,1,1,1
KXBTC15M-26APR162315-15,no,48,69,21,52,92,27,480,720,27,1,0.0760,1,1,1,1
KXBTC15M-26APR162300-00,no,41,59,18,59,78,9,360,720,9,1,0.0436,1,1,1,1
KXBTC15M-26APR162245-45,no,45,57,11,55,45,0,0,540,0,1,0.0313,0,0,0,0
KXBTC15M-26APR162230-30,no,65,83,0,35,100,65,360,0,100,0,0.1272,1,1,1,1
KXBTC15M-26APR162215-15,yes,38,54,10,38,64,2,0,540,2,0,0.0181,1,1,1,1
KXBTC15M-26APR162200-00,no,47,55,3,53,97,0,480,720,0,1,0.0223,1,1,1,1
KXBTC15M-26APR162145-45,no,60,68,8,40,94,12,600,540,86,0,0.0866,1,1,1,1
KXBTC15M-26APR162130-30,no,50,59,8,50,100,50,480,0,100,0,0.0318,1,1,1,1
KXBTC15M-26APR162115-15,no,62,73,1,38,99,16,540,240,99,0,0.0780,1,1,1,1
KXBTC15M-26APR162100-00,no,70,80,1,30,96,62,660,300,96,0,0.1284,1,1,1,1
KXBTC15M-26APR162045-45,no,20,29,9,77,34,3,420,720,3,1,0.0873,1,1,1,1
KXBTC15M-26APR162030-30,no,42,62,20,46,96,36,480,60,96,1,0.0372,1,1,1,1
KXBTC15M-26APR162015-15,yes,24,36,6,24,41,0,0,600,0,0,0.0475,1,1,1,1
KXBTC15M-26APR162000-00,no,54,71,4,46,88,1,120,420,1,1,0.0696,1,1,1,1
KXBTC15M-26APR161945-45,yes,55,84,29,62,100,55,420,0,100,1,0.1270,1,1,1,1
KXBTC15M-26APR161930-30,yes,33,67,2,33,99,33,480,0,99,1,0.0541,1,1,1,1
KXBTC15M-26APR161915-15,no,33,69,36,61,36,0,60,600,0,1,0.0780,0,0,0,1
KXBTC15M-26APR161900-00,no,39,53,14,56,99,31,720,60,99,0,0.0152,1,1,1,1
KXBTC15M-26APR161845-45,yes,52,61,3,52,80,1,540,720,1,0,0.0502,1,1,1,1
KXBTC15M-26APR161830-30,no,68,77,5,32,97,44,300,480,92,0,0.1432,1,1,1,1
KXBTC15M-26APR161815-15,no,14,29,15,80,20,0,360,600,0,1,0.1129,0,0,0,1
KXBTC15M-26APR161800-00,yes,50,61,3,50,67,1,120,660,1,0,0.0594,1,1,1,1
KXBTC15M-26APR161745-45,yes,44,57,3,44,97,44,540,0,96,1,0.0372,1,1,1,1
KXBTC15M-26APR161715-15,no,51,69,7,49,99,16,720,600,99,0,0.1091,1,1,1,1
KXBTC15M-26APR161700-00,yes,55,73,13,55,100,55,660,0,100,1,0.1356,1,1,1,1
KXBTC15M-26APR161630-30,no,59,72,3,41,100,59,540,0,100,0,0.1276,1,1,1,1
KXBTC15M-26APR161615-15,no,42,58,10,58,91,18,420,660,70,1,0.0453,1,1,1,1
KXBTC15M-26APR161600-00,yes,52,61,6,52,100,47,720,240,100,1,0.0824,1,1,1,1
KXBTC15M-26APR161545-45,yes,47,65,10,47,100,41,660,180,100,1,0.1113,1,1,1,1
KXBTC15M-26APR161530-30,yes,55,69,3,55,100,55,540,0,100,1,0.1290,1,1,1,1
KXBTC15M-26APR161500-00,no,14,32,18,78,18,0,60,360,0,1,0.1099,0,0,0,1
KXBTC15M-26APR161445-45,yes,47,69,1,47,100,47,420,0,100,1,0.1093,1,1,1,1
KXBTC15M-26APR161430-30,no,43,67,20,57,96,43,300,0,95,0,0.0870,1,1,1,1
KXBTC15M-26APR161415-15,no,25,37,4,75,70,0,360,600,0,1,0.0925,1,1,1,1
KXBTC15M-26APR161400-00,no,57,76,5,43,100,57,420,0,100,0,0.1485,1,1,1,1
KXBTC15M-26APR161345-45,no,35,42,7,64,67,0,360,720,0,1,0.0722,1,1,1,1
KXBTC15M-26APR161330-30,no,46,62,16,47,52,0,60,720,0,1,0.1042,0,0,0,1
KXBTC15M-26APR161315-15,no,59,71,10,41,100,59,180,0,100,0,0.1150,1,1,1,1
KXBTC15M-26APR161300-00,no,41,55,14,53,100,33,720,240,100,0,0.0380,1,1,1,1
KXBTC15M-26APR161230-30,no,37,55,11,63,69,37,120,0,51,0,0.0339,1,1,1,1
KXBTC15M-26APR161200-00,no,40,47,3,60,63,0,180,600,0,1,0.0367,1,1,1,1
KXBTC15M-26APR161145-45,yes,51,58,5,51,100,41,660,120,100,1,0.0555,1,1,1,1
KXBTC15M-26APR161130-30,yes,38,52,7,38,91,14,420,480,14,0,0.0133,1,1,1,1
KXBTC15M-26APR161115-15,no,43,54,5,57,48,0,0,540,0,1,0.0352,0,1,0,1
KXBTC15M-26APR161100-00,no,44,53,7,56,99,9,720,300,99,0,0.0303,1,1,1,1
KXBTC15M-26APR161045-45,no,32,44,9,68,37,0,60,720,0,1,0.0681,0,1,0,1
KXBTC15M-26APR161015-15,yes,46,53,4,46,100,38,720,240,100,1,0.0318,1,1,1,1
KXBTC15M-26APR161000-00,no,58,73,13,42,100,58,480,0,100,0,0.1324,1,1,1,1
KXBTC15M-26APR160945-45,no,71,81,3,29,100,71,420,0,100,0,0.1391,1,1,1,1
KXBTC15M-26APR160930-30,yes,44,76,28,44,100,44,600,0,100,1,0.0807,1,1,1,1
KXBTC15M-26APR160915-15,yes,48,59,0,48,100,47,660,120,100,1,0.0350,1,1,1,1
KXBTC15M-26APR160900-00,no,63,79,12,37,95,51,720,540,95,0,0.1255,1,1,1,1
KXBTC15M-26APR160845-45,no,49,62,13,47,99,38,660,180,99,0,0.0501,1,1,1,1
KXBTC15M-26APR160830-30,yes,41,64,22,41,67,2,60,720,2,0,0.0530,1,1,1,1
KXBTC15M-26APR160815-15,yes,77,84,5,77,100,77,600,0,100,1,0.1236,1,1,1,1
KXBTC15M-26APR160800-00,no,47,55,8,52,47,0,0,660,0,1,0.0188,0,0,0,0
KXBTC15M-26APR160745-45,no,46,65,14,54,58,0,60,720,0,1,0.0511,0,1,1,1
KXBTC15M-26APR160730-30,no,53,64,6,47,68,0,60,600,0,1,0.0425,1,1,1,1
KXBTC15M-26APR160715-15,no,44,57,13,56,53,8,60,720,8,1,0.0245,0,1,1,1
KXBTC15M-26APR160700-00,no,55,61,2,45,100,55,720,0,100,0,0.0439,1,1,1,1
KXBTC15M-26APR160645-45,yes,50,59,5,50,60,2,180,660,2,0,0.0372,1,1,1,1
KXBTC15M-26APR160630-30,no,54,64,10,44,76,1,180,720,1,1,0.0591,1,1,1,1
KXBTC15M-26APR160615-15,no,36,60,24,61,100,32,660,60,100,0,0.0373,1,1,1,1
KXBTC15M-26APR160600-00,yes,57,78,21,57,57,0,0,660,0,0,0.1062,0,0,0,0
KXBTC15M-26APR160545-45,no,60,76,16,40,100,59,660,0,100,0,0.1009,1,1,1,1
KXBTC15M-26APR160530-30,no,22,43,21,73,22,0,0,660,0,1,0.0279,0,0,0,0
KXBTC15M-26APR160515-15,yes,42,54,10,42,99,42,300,0,99,1,0.0121,1,1,1,1
KXBTC15M-26APR160200-00,no,39,56,7,61,71,25,660,360,71,0,0.0224,1,1,1,1
KXBTC15M-26APR160145-45,no,13,62,49,59,99,12,180,0,99,0,0.0315,1,1,1,1
KXBTC15M-26APR160130-30,yes,59,73,9,59,100,59,420,0,100,1,0.0970,1,1,1,1
KXBTC15M-26APR160115-15,yes,50,55,10,50,70,0,300,720,0,0,0.0249,1,1,1,1
KXBTC15M-26APR160045-45,no,60,66,3,40,62,0,0,660,0,1,0.0519,0,0,0,1
KXBTC15M-26APR160030-30,no,50,61,11,48,98,38,720,300,98,0,0.0393,1,1,1,1
KXBTC15M-26APR160015-15,no,46,54,8,52,65,1,120,660,1,1,0.0129,1,1,1,1
KXBTC15M-26APR160000-00,no,54,71,13,46,100,54,720,0,100,0,0.0853,1,1,1,1
KXBTC15M-26APR152345-45,no,50,74,24,43,99,49,720,0,99,0,0.1275,1,1,1,1
KXBTC15M-26APR152330-30,no,36,48,9,64,42,0,60,720,0,1,0.0105,0,1,0,1
KXBTC15M-26APR152315-15,no,42,58,16,51,52,1,60,720,1,1,0.0399,0,1,1,1
KXBTC15M-26APR152230-30,yes,36,41,4,36,100,24,720,120,100,1,0.0346,1,1,1,1
KXBTC15M-26APR152215-15,no,22,33,11,77,56,0,420,600,0,1,0.0691,1,1,1,1
KXBTC15M-26APR152200-00,no,55,64,9,42,100,44,720,180,100,0,0.0680,1,1,1,1
KXBTC15M-26APR152145-45,no,47,56,9,53,59,1,480,720,1,1,0.0268,1,1,1,1
KXBTC15M-26APR152130-30,no,45,53,2,55,50,0,0,720,0,1,0.0162,0,1,0,1
KXBTC15M-26APR152100-00,no,68,73,0,32,83,32,120,360,71,0,0.1092,1,1,1,1
KXBTC15M-26APR152030-30,no,52,68,16,43,100,51,600,0,100,0,0.0726,1,1,1,1
KXBTC15M-26APR152015-15,no,39,47,8,58,100,38,660,0,100,0,0.0102,1,1,1,1
KXBTC15M-26APR152000-00,no,26,59,33,65,26,0,0,660,0,1,0.0451,0,0,0,0
KXBTC15M-26APR151945-45,no,47,60,8,53,99,47,600,0,99,0,0.0628,1,1,1,1
KXBTC15M-26APR151930-30,no,57,69,9,43,71,13,60,360,13,1,0.0936,1,1,1,1
KXBTC15M-26APR151900-00,no,47,61,8,53,99,28,720,120,99,0,0.0729,1,1,1,1
KXBTC15M-26APR151845-45,no,44,65,21,51,64,1,180,720,1,1,0.0864,1,1,1,1
KXBTC15M-26APR151815-15,yes,64,81,12,64,100,64,480,0,100,1,0.1429,1,1,1,1
KXBTC15M-26APR151800-00,no,54,70,13,46,71,12,660,480,63,0,0.0828,1,1,1,1
KXBTC15M-26APR151745-45,no,49,59,8,51,87,0,300,660,0,1,0.0424,1,1,1,1
KXBTC15M-26APR151715-15,no,62,69,5,38,100,55,720,120,100,0,0.1237,1,1,1,1
KXBTC15M-26APR151700-00,no,31,55,24,58,49,0,120,720,0,1,0.0336,0,1,1,1
KXBTC15M-26APR151645-45,no,18,36,18,80,94,17,540,0,34,0,0.1041,1,1,1,1
KXBTC15M-26APR151630-30,no,55,70,5,45,96,1,360,540,1,1,0.1251,1,1,1,1
KXBTC15M-26APR151530-30,no,56,70,14,40,56,36,0,60,47,1,0.0865,0,0,0,0
KXBTC15M-26APR151515-15,yes,43,54,11,44,100,43,540,0,100,1,0.0158,1,1,1,1
KXBTC15M-26APR151500-00,yes,52,63,2,52,100,52,540,0,100,1,0.0534,1,1,1,1
KXBTC15M-26APR151445-45,no,34,63,29,59,34,0,0,720,0,1,0.0607,0,0,0,0
KXBTC15M-26APR151430-30,no,35,52,10,65,99,26,660,300,99,0,0.0106,1,1,1,1
KXBTC15M-26APR151415-15,yes,42,78,32,42,100,42,660,0,100,1,0.1348,1,1,1,1
KXBTC15M-26APR151400-00,yes,55,74,9,55,100,55,300,0,100,1,0.0984,1,1,1,1
KXBTC15M-26APR151345-45,no,48,63,15,52,100,36,540,120,100,0,0.0572,1,1,1,1
KXBTC15M-26APR151330-30,no,45,56,11,50,78,0,360,660,0,1,0.0291,1,1,1,1
KXBTC15M-26APR151315-15,yes,64,78,14,66,100,63,660,0,100,1,0.1475,1,1,1,1
KXBTC15M-26APR151300-00,no,50,62,8,50,88,27,600,240,72,0,0.0592,1,1,1,1
KXBTC15M-26APR151245-45,no,53,63,10,44,100,28,720,360,100,0,0.0640,1,1,1,1
KXBTC15M-26APR151230-30,no,40,53,6,60,46,0,0,660,0,1,0.0213,0,1,0,1
KXBTC15M-26APR151215-15,yes,53,65,1,53,100,53,720,0,100,1,0.1238,1,1,1,1
KXBTC15M-26APR151200-00,no,34,46,12,62,99,17,720,360,99,0,0.0305,1,1,1,1
KXBTC15M-26APR151130-30,no,35,55,13,65,100,35,720,0,100,0,0.0384,1,1,1,1
KXBTC15M-26APR151115-15,yes,53,61,5,53,72,3,60,540,6,1,0.0876,1,1,1,1
KXBTC15M-26APR151100-00,no,41,51,3,59,47,0,0,540,0,1,0.0122,0,1,0,1
KXBTC15M-26APR151045-45,no,49,65,12,51,100,49,480,0,100,0,0.1147,1,1,1,1
KXBTC15M-26APR151015-15,yes,31,39,5,31,39,0,120,720,0,0,0.0810,1,1,1,1
KXBTC15M-26APR151000-00,no,34,66,32,60,71,0,420,660,0,1,0.0883,1,1,1,1
KXBTC15M-26APR150930-30,no,54,74,6,46,76,0,300,540,0,1,0.0802,1,1,1,1
KXBTC15M-26APR150915-15,no,64,79,2,36,80,22,0,660,22,1,0.1175,1,1,1,1
KXBTC15M-26APR150900-00,no,43,55,12,52,100,42,720,0,100,0,0.0209,1,1,1,1
KXBTC15M-26APR150830-30,no,60,75,8,40,90,60,60,0,90,0,0.0438,1,1,1,1
KXBTC15M-26APR150815-15,no,57,67,4,43,87,8,120,600,8,1,0.0656,1,1,1,1
KXBTC15M-26APR150800-00,no,39,56,15,61,40,0,0,660,0,1,0.0242,0,0,0,1
KXBTC15M-26APR150745-45,no,34,59,25,59,46,0,180,720,0,1,0.0456,0,1,1,1
KXBTC15M-26APR150730-30,no,66,79,2,34,100,66,480,0,100,0,0.1428,1,1,1,1
KXBTC15M-26APR150715-15,no,17,41,24,74,36,0,300,660,0,1,0.0571,0,1,1,1
KXBTC15M-26APR150700-00,no,10,23,9,90,100,10,600,0,100,0,0.1494,1,1,1,1
KXBTC15M-26APR150645-45,no,64,81,8,36,88,2,300,720,2,1,0.1297,1,1,1,1
KXBTC15M-26APR150630-30,no,59,76,17,38,100,58,600,0,100,0,0.1031,1,1,1,1
KXBTC15M-26APR150615-15,no,47,72,25,46,53,0,180,660,0,1,0.0565,0,0,0,1
KXBTC15M-26APR150600-00,no,49,67,18,49,73,0,360,720,0,1,0.0672,1,1,1,1
KXBTC15M-26APR150545-45,no,40,65,25,59,73,8,540,720,8,1,0.0688,1,1,1,1
KXBTC15M-26APR150530-30,no,47,66,19,50,100,23,720,300,100,0,0.0749,1,1,1,1
KXBTC15M-26APR150515-15,no,28,80,52,70,100,27,600,0,98,0,0.1358,1,1,1,1
KXBTC15M-26APR150500-00,no,71,77,1,29,84,3,300,720,3,1,0.1154,1,1,1,1
KXBTC15M-26APR150445-45,no,57,67,9,43,57,0,0,660,0,1,0.0667,0,0,0,0
KXBTC15M-26APR150430-30,no,40,66,26,58,47,0,60,660,0,1,0.0666,0,0,0,1
KXBTC15M-26APR150415-15,yes,36,54,6,36,99,36,600,0,99,1,0.0240,1,1,1,1
KXBTC15M-26APR150400-00,no,37,55,18,51,54,0,60,660,0,1,0.0271,1,1,1,1
KXBTC15M-26APR150345-45,no,52,57,2,48,100,52,660,0,100,0,0.0366,1,1,1,1
KXBTC15M-26APR150315-15,no,50,55,4,50,82,1,480,660,3,1,0.0141,1,1,1,1
KXBTC15M-26APR150300-00,no,46,72,23,54,100,35,660,60,100,0,0.0652,1,1,1,1
KXBTC15M-26APR150245-45,no,41,72,31,53,69,0,180,600,0,1,0.0644,0,1,1,1
KXBTC15M-26APR150230-30,no,53,62,9,47,97,29,600,120,94,0,0.0406,1,1,1,1
KXBTC15M-26APR150215-15,no,53,93,2,47,98,53,180,0,95,0,0.1279,1,1,1,1
KXBTC15M-26APR150200-00,yes,42,57,16,42,100,42,240,0,100,1,0.0149,1,1,1,1
KXBTC15M-26APR150145-45,no,51,80,23,49,99,50,720,180,99,0,0.1206,1,1,1,1
KXBTC15M-26APR150130-30,no,55,77,22,43,100,54,600,0,100,0,0.1001,1,1,1,1
KXBTC15M-26APR150115-15,yes,72,80,4,72,85,0,120,660,1,0,0.0817,1,1,1,1
KXBTC15M-26APR150100-00,no,71,90,19,29,100,59,720,180,100,0,0.1359,1,1,1,1
KXBTC15M-26APR150045-45,no,43,62,16,57,68,0,120,720,0,1,0.0301,1,1,1,1
KXBTC15M-26APR150030-30,no,36,68,32,54,100,35,600,0,100,0,0.0484,1,1,1,1
KXBTC15M-26APR150015-15,yes,60,71,3,60,89,58,660,420,87,1,0.0597,1,1,1,1
KXBTC15M-26APR150000-00,no,42,61,19,50,42,0,0,600,0,1,0.0309,0,0,0,0
KXBTC15M-26APR142345-45,no,58,73,15,36,100,57,480,0,100,0,0.0577,1,1,1,1
KXBTC15M-26APR142330-30,no,58,69,11,38,70,0,120,600,0,1,0.0719,1,1,1,1
KXBTC15M-26APR142315-15,no,65,75,2,35,100,65,720,0,100,0,0.0921,1,1,1,1
KXBTC15M-26APR142045-45,no,48,63,7,52,69,40,120,720,40,1,0.1024,1,1,1,1
KXBTC15M-26APR142030-30,no,62,73,11,37,83,7,180,660,39,1,0.1441,1,1,1,1
KXBTC15M-26APR142000-00,no,44,63,19,51,97,34,480,60,84,0,0.0485,1,1,1,1
KXBTC15M-26APR141945-45,no,23,40,17,66,59,0,360,720,0,1,0.0351,1,1,1,1
KXBTC15M-26APR141930-30,no,39,47,8,58,84,18,600,720,18,0,0.0184,1,1,1,1
KXBTC15M-26APR141915-15,no,45,53,8,52,50,1,540,720,1,1,0.0168,0,1,0,1
KXBTC15M-26APR141900-00,yes,63,78,21,63,100,63,60,0,100,1,0.0777,1,1,1,1
KXBTC15M-26APR141845-45,yes,47,67,3,47,100,37,720,360,100,1,0.1027,1,1,1,1
KXBTC15M-26APR141815-15,no,60,73,13,36,84,0,120,720,0,1,0.1135,1,1,1,1
KXBTC15M-26APR141800-00,no,44,57,13,54,65,0,60,600,0,1,0.0263,1,1,1,1
KXBTC15M-26APR141745-45,no,55,68,7,45,100,55,660,0,100,0,0.0749,1,1,1,1
KXBTC15M-26APR141730-30,no,65,75,5,35,100,65,660,0,100,0,0.1187,1,1,1,1
KXBTC15M-26APR141715-15,no,25,41,16,70,30,0,60,600,0,1,0.0438,0,0,0,1
KXBTC15M-26APR141700-00,no,53,67,8,47,100,50,660,300,100,0,0.0856,1,1,1,1
KXBTC15M-26APR141645-45,no,20,42,22,75,71,0,420,720,0,1,0.0470,1,1,1,1
KXBTC15M-26APR141615-15,no,34,57,23,59,44,0,60,420,0,1,0.0483,0,0,1,1
KXBTC15M-26APR141600-00,no,43,57,14,57,43,0,0,660,0,1,0.0524,0,0,0,0
KXBTC15M-26APR141545-45,no,30,43,10,70,95,7,720,600,95,0,0.0645,1,1,1,1
KXBTC15M-26APR141530-30,no,43,53,10,54,100,24,600,240,100,0,0.0209,1,1,1,1
KXBTC15M-26APR141515-15,no,28,46,18,69,28,0,0,540,0,1,0.0299,0,0,0,0
KXBTC15M-26APR141430-30,no,51,58,7,48,100,29,720,120,100,0,0.0510,1,1,1,1
KXBTC15M-26APR141415-15,no,37,48,11,61,100,29,720,480,100,0,0.0113,1,1,1,1
